"id","member_id","funded_amnt","term_m","int_rate","installment","emp_length","annual_inc","dti","revol_util"
"689989",880319,10000,36,0.0963,320.94,15,156000,24.82,0.622
"690010",880341,4000,36,0.1037,129.77,4,19200,24.69,0.49
"690024",880357,3600,36,0.0692,111.03,15,48000,16.98,0.61
"690025",880358,12000,36,0.1,387.21,NA,47000,21.57,0.905
"690027",880360,9100,60,0.1037,195.01,2,34500,17.18,0.27
"690036",880371,30000,60,0.1788,759.85,1,131000,6.78,0.488
"690070",880408,7200,36,0.0692,222.06,1,93000,6.71,0.174
"690077",880416,1500,36,0.1037,48.67,NA,15874,13.68,0.375
"690138",880531,10000,36,0.1037,324.42,0,75000,18.35,0.877
"690154",880551,3600,60,0.1862,92.64,3,25000,8.45,0.41
"690167",880567,7600,36,0.1,245.24,2,67000,11.84,0.78
"690171",880571,7000,36,0.0579,212.29,7,90000,6.36,0.223
"690178",880578,15000,36,0.164,530.33,6,98000,11.41,0.817
"690191",880591,10000,36,0.1528,348.03,0,40000,14.64,0.994
"690197",880600,12000,36,0.1268,402.49,4,79872,9.5,0.579
"690212",880616,18000,36,0.1306,607.02,0,85000,11.17,0.569
"690245",880652,14400,36,0.0729,446.55,8,48000,13.72,0.614
"690257",880664,24000,60,0.1528,574.5,4,92000,18.25,0.234
"690263",880671,1200,36,0.1899,43.99,5,24000,24.9,0.987
"690304",880714,14000,36,0.1,451.75,0,82000,19.42,0.183
"690315",880726,12000,36,0.1268,402.49,5,75000,22.58,0.63
"690446",880867,10800,36,0.0692,333.08,5,110000,25.89,0.332
"690459",864068,3000,60,0.1417,70.07,5,50000,15.79,0.789
"690464",880886,7000,60,0.1037,150.01,3,77000,19.78,0.263
"690475",880897,3000,60,0.164,73.6,4,50000,16.54,0
"690481",880903,5600,36,0.0729,173.66,5,25000,7.2,0.393
"690488",880910,5500,36,0.1306,185.48,3,42300,15.4,0.654
"690501",880925,8000,36,0.0579,242.62,0,70000,4.22,0.173
"690520",880947,5000,36,0.0542,150.8,2,65000,0.9,0.024
"690606",881044,8000,36,0.1565,279.88,7,36000,24.7,0.2841
"690685",881131,10000,36,0.0542,301.6,4,38400,10.69,0.176
"690707",881158,14000,36,0.1491,484.7,8,80000,5.61,0.821
"690734",881189,13200,36,0.0729,409.34,7,72500,16.07,0.414
"690764",881224,15000,36,0.1,484.01,4,81500,18.13,0.1602
"690766",881226,10000,36,0.1306,337.23,7,114600,24.62,0.615
"690839",881309,3200,36,0.1,103.26,2,176004,16.51,0.704
"690842",881312,7000,60,0.1825,178.71,7,72000,11.98,0.279
"690844",881315,5000,36,0.0729,155.05,15,65000,2.33,0.108
"690855",881327,8700,36,0.0692,268.32,5,66250,9.4,0.241
"690871",881345,30000,60,0.1751,753.83,4,93456,4.89,0.686
"690874",881350,7675,36,0.1,247.66,5,38400,22.59,0.793
"690875",881352,10625,36,0.0692,327.69,8,30000,5.84,0.449
"690882",881359,4600,36,0.0766,143.43,7,78000,9.14,0.66
"690900",881380,6400,36,0.0729,198.47,8,1e+05,6.56,0.846
"690931",881413,8000,36,0.0963,256.76,0,80000,19.8,0.399
"690937",881420,6700,60,0.1037,143.58,2,41000,18.15,0.681
"690974",881460,21000,36,0.1454,723.26,15,90000,8.49,0.709
"690981",881467,35000,60,0.1862,900.62,6,2e+05,11.56,0.899
"691030",881517,12000,36,0.1037,389.3,7,38000,9.73,0.052
"691031",881518,14075,60,0.2085,379.59,3,44400,16.46,0.954
"691241",881802,4500,36,0.1343,152.56,5,25000,16.75,0.327
"691253",881809,10000,36,0.0692,308.41,0,87200,10.68,0.655
"691310",881874,14700,60,0.1111,320.43,5,48000,21.48,0.625
"691359",881930,12700,60,0.1037,272.16,9,38000,17.65,0.842
"691393",881967,12000,36,0.0766,374.16,4,113000,11.9,0
"691395",881969,24000,60,0.1751,603.07,5,62000,19.61,0.831
"691424",882000,8000,60,0.1037,171.44,8,65000,12.24,0.172
"691483",882064,6000,36,0.1111,196.75,3,50000,5.11,0.526
"691491",882073,14400,36,0.0766,448.99,9,90000,12.23,0.513
"691493",882076,10225,36,0.1751,367.15,0,60000,5.34,0.923
"691516",882099,8000,36,0.138,272.65,4,54600,19.45,0.319
"691545",882135,3000,60,0.1074,64.84,9,49992,18.39,0.61
"691561",882154,8000,36,0.0766,249.44,15,65000,7.75,0.197
"691566",882159,10600,60,0.1528,253.74,0,30000,24.08,0.87
"691587",882182,10000,60,0.1528,239.38,9,48000,18.02,0.766
"691588",882183,16000,36,0.1306,539.57,0,65000,4.23,0.374
"691605",882200,12000,36,0.0692,370.09,3,60000,16.94,0.028
"691663",882262,20000,60,0.1417,467.13,7,74000,12.7,0.097
"691667",882266,5600,36,0.0579,169.84,1,19800,22.07,0.126
"691731",882339,18000,60,0.164,441.56,8,79000,20.22,0.39
"691749",882360,10000,36,0.0729,310.1,15,75000,7.62,0.144
"691779",882395,4200,36,0.0579,127.38,5,30000,8.24,0.312
"691788",882405,6000,60,0.1714,149.57,2,36000,17.07,0.763
"691830",882458,7500,36,0.1111,245.94,7,42000,5.54,0.081
"691973",882594,6000,36,0.0766,187.08,0,96500,10.64,0.751
"691994",882617,4800,36,0.138,163.59,0,38790,20.42,0.687
"692004",882631,7800,60,0.1111,170.02,15,37000,10.9,0.66
"692011",882637,6600,36,0.0692,203.55,6,51000,6.47,0.379
"692016",882641,3600,36,0.0542,108.58,0,45000,13.49,0.114
"692034",882661,6850,60,0.1491,162.64,1,36000,20.87,0.848
"692093",882729,12000,36,0.0766,374.16,5,48000,16.85,0.401
"692136",882779,22000,36,0.1306,741.91,5,60000,5.66,0.169
"692144",882784,28000,60,0.1677,692.42,3,125000,7.4,0
"692149",882792,3000,36,0.0963,96.29,2,14400,15.67,0.795
"692150",882793,9000,60,0.1343,206.77,9,51000,15.79,0.721
"692154",882797,12550,60,0.1037,268.95,15,1e+05,24.36,0.708
"692174",882820,20000,60,0.1417,467.13,15,219600,4.43,0.683
"692205",868637,30000,60,0.1677,741.88,15,85000,7.1,0.456
"692217",882866,9600,60,0.164,235.5,6,37000,18.19,0.957
"692231",882880,8000,36,0.0729,248.08,5,70000,0.72,0.285
"692241",882889,13125,36,0.0766,409.24,5,106358,3.4,0.668
"692246",882894,15000,36,0.1306,505.85,3,45000,22.61,0.935
"692259",882908,5000,36,0.0579,151.64,9,57600,0.08,0.007
"692273",882924,7200,36,0.1037,233.58,2,76000,4.63,0.913
"692288",882939,35000,36,0.1677,1243.85,15,225000,11.52,0.391
"692328",882980,10400,60,0.1,220.97,7,70000,20.47,0.478
"692332",882990,28000,60,0.1899,726.19,8,91000,15.55,0.72
"692336",882995,10000,36,0.1714,357.23,7,44000,23.67,0.894
"692377",883041,8000,60,0.1074,172.91,0,14400,4.92,0.181
"692382",883046,4200,36,0.1268,140.87,1,57000,14.78,0.585
"692431",883098,10000,60,0.1528,239.38,6,34000,23.44,0.907
"692432",883099,4000,36,0.1,129.07,6,72000,6.78,0.388
"692496",883169,4000,60,0.1788,101.32,3,30000,2.48,0.198
"692501",883171,8000,36,0.1074,260.93,15,43200,23.67,0.752
"692526",883206,18000,60,0.1751,452.3,6,56720,6.64,0.616
"692602",883287,2000,60,0.1417,46.72,15,45000,17.07,0.247
"692633",883323,20000,36,0.1714,714.45,2,75000,18.03,0.585
"692654",883349,16000,36,0.1528,556.85,3,78500,12.99,0.857
"692662",883356,6425,36,0.0963,206.21,6,33168,9.59,0.519
"692677",883422,24000,36,0.1306,809.35,0,90000,22.19,0.723
"692695",883438,10000,36,0.0729,310.1,6,29000,2.69,0.372
"692697",883443,10000,36,0.0963,320.94,15,66000,3.35,0.177
"692721",883467,24000,60,0.164,588.75,6,250000,12,0.551
"692746",883495,5500,60,0.1074,118.88,1,50000,17.81,0.545
"692755",883507,35000,60,0.1899,907.73,7,101837.28,13.27,0.713
"692765",883518,25000,36,0.1306,843.08,8,66000,15.69,0.211
"692766",883519,6800,36,0.0692,209.72,9,50000,9.37,0.267
"692772",883526,12000,36,0.0729,372.12,3,70000,15.79,0.546
"692779",883534,27300,60,0.1788,691.46,NA,51000,18.05,0.796
"692794",883551,5000,36,0.1037,162.21,0,36000,5.2,0.869
"692840",849335,2800,36,0.1037,90.84,5,35000,23.14,0.746
"692855",883615,6500,36,0.0542,196.04,4,73000,4.34,0.102
"692915",883685,4200,36,0.0692,129.54,15,48000,14,0.374
"692928",883699,5000,60,0.1111,108.99,7,28800,5.46,0.621
"692983",883763,7250,36,0.0579,219.87,4,80000,28.7,0.449
"693009",883794,12000,36,0.1111,393.5,3,1e+05,10.39,0.535
"693061",880077,2000,36,0.0692,61.69,NA,14400,15.83,0.08
"693075",883869,21350,60,0.1306,486.44,0,60000,19.44,0.377
"693116",883914,13000,60,0.1602,316.28,NA,45000,10.72,0.223
"693131",883935,8400,36,0.1306,283.28,8,1e+05,12.28,0.525
"693193",883999,12375,36,0.0729,383.75,8,42000,28.29,0.533
"693196",884002,6000,60,0.1,127.49,4,60000,1.76,0.133
"693291",884106,18000,60,0.1602,437.92,NA,40000,9.36,0.053
"693296",884110,20000,60,0.1788,506.57,15,91000,19.13,0.197
"693303",884117,4000,60,0.1677,98.92,5,46000,16.38,0.686
"693317",884129,15000,36,0.1268,503.11,3,72900,16.53,0.561
"693382",884209,4800,36,0.1343,162.73,8,95000,13.92,0.916
"693399",884235,16000,60,0.1788,405.26,15,42792,23.05,0.901
"693421",884259,4100,36,0.0692,126.45,3,147000,5.58,0.128
"693430",884265,6000,36,0.0542,180.96,15,127000,1.9,0.267
"693452",884292,13000,36,0.1565,454.8,7,77000,19.04,0.962
"693491",884338,5000,60,0.1602,121.65,3,78000,9.75,0.235
"693522",884376,4000,36,0.1343,135.61,0,45000,18.91,0.617
"693603",884467,2800,36,0.1268,93.92,6,30000,7.36,0.037
"693629",884498,10000,60,0.1037,214.3,6,48000,12.47,0.835
"693645",884518,8000,60,0.1936,209.12,15,110000,13.45,0.626
"693648",884522,10000,36,0.0579,303.27,15,73000,1.97,0.12
"693652",884526,3000,36,0.1037,97.33,5,17520,14.66,0.803
"693679",884555,5600,60,0.1751,140.72,2,31000,6.5,0.605
"693693",884571,12000,60,0.1528,287.25,6,120000,21.09,0.386
"693707",884588,2500,36,0.0692,77.11,4,60626,1.68,0.201
"693711",884594,10000,36,0.1074,326.16,3,60626,12.27,0.581
"693814",884665,8000,36,0.1037,259.53,4,58000,20.26,0.748
"693820",884672,8000,36,0.1,258.14,0,47000,22.8,0.343
"693845",884697,15000,36,0.1111,491.87,5,74000,7.7,0.639
"693893",884748,6500,60,0.1,138.11,3,55000,9.84,0.86
"693902",884758,3825,36,0.1,123.43,1,40000,12.39,0.5
"693932",884790,20000,60,0.1491,420.02,9,120000,16.85,0.628
"693933",884791,3000,36,0.0579,90.99,5,48000,18,0.3
"693954",884815,11400,36,0.0729,353.52,15,50129,12.26,0.354
"693993",884859,5000,36,0.0766,155.9,4,55000,8.49,0.427
"694008",884874,25000,60,0.1788,633.21,3,52999.96,15.49,0.57
"694032",884903,3000,36,0.1111,98.38,3,75000,17.04,0.812
"694067",884942,4000,36,0.0542,120.64,6,57600,7.25,0.004
"694082",884960,11200,60,0.1565,270.29,2,74243,16.96,0.5
"694089",884967,5800,36,0.0729,179.86,5,30280,9.43,0.491
"694094",884973,16000,60,0.1306,364.55,2,105000,7.54,0.456
"694108",884988,14000,60,0.1862,360.25,6,39168,18.41,0.426
"694147",885032,12500,36,0.1565,437.31,15,35000,14.43,0.884
"694156",885043,18300,36,0.1037,593.68,9,108000,14.81,0.701
"694196",885089,15000,60,0.1111,326.96,15,35000,10.7,0.084
"694199",885096,8800,36,0.1,283.96,15,250000,7.23,0.323
"694223",885121,5000,36,0.0963,160.47,1,65000,3.45,0.272
"694231",885129,8800,60,0.1825,224.67,2,35000,13.89,0.999
"694259",885159,8000,60,0.1417,186.86,4,49000,8.5,0.333
"694331",885243,6800,36,0.0766,212.03,15,63000,9.49,0.159
"694364",885279,12000,36,0.0692,370.09,0,75000,1.41,0.102
"694369",885284,2400,36,0.0766,74.84,15,49000,21.06,0.484
"694413",885333,6000,36,0.1,193.61,15,36000,12.93,0.688
"694445",885369,4100,60,0.1074,88.62,1,20000,14.76,0.396
"694480",885406,12000,60,0.1037,257.16,3,59000,16.23,0.388
"694502",885429,10000,36,0.1037,324.42,15,30680,24.37,0.402
"694553",885487,6000,36,0.1037,194.65,15,114000,7.02,0.783
"694714",885673,29575,60,0.2048,791.48,4,125000,22.3,0.452
"694719",885680,1750,36,0.1268,58.7,1,15000,16.8,0.864
"694726",885688,9600,36,0.1,309.77,5,82000,21.73,0.174
"694727",885689,7000,60,0.164,171.72,6,34000,24.88,0.95
"694798",885766,10050,36,0.0963,322.55,4,56000,9.86,0.13
"694826",885795,25000,60,0.1862,643.3,7,76000,12.96,0.915
"694861",885836,7000,36,0.1037,227.09,1,53250,22.11,0.804
"694866",885834,7000,36,0.1,225.88,15,82000,17.74,0.55
"694904",885883,6900,36,0.0766,215.15,5,58000,14.63,0.551
"694981",885968,12000,36,0.1111,393.5,15,87360,6.36,0.729
"695019",886006,5000,36,0.0542,150.8,8,120000,5.47,0.045
"695035",886076,15000,60,0.1417,350.35,7,62000,1.55,0.206
"695068",886110,14000,60,0.1565,337.86,3,45000,17.01,0.438
"695069",886111,14000,36,0.0766,436.52,1,260000,10.68,0.362
"695082",886125,12000,36,0.1037,389.3,2,51669,6.5,0.779
"695087",886130,8000,36,0.1454,275.53,15,35000,21.33,0.905
"695093",886123,16000,36,0.1,516.28,2,48000,18.73,0.662
"695127",886162,6000,60,0.1751,150.77,5,58000,21.41,0.57
"695149",886196,16000,36,0.1,516.28,6,66000,17.76,0.56
"695152",886199,9000,36,0.1454,309.97,3,88000,8.84,0.499
"695172",886221,5000,36,0.0692,154.21,1,85000,10.59,0
"695182",886231,5000,36,0.0692,154.21,15,60000,6.52,0
"695201",886251,21925,60,0.1825,559.74,7,78000,18.52,0.615
"695203",886253,20000,60,0.1788,506.57,3,59000,13.38,0.738
"695251",886306,9600,36,0.0692,296.07,15,150000,10,0.64
"695255",886311,10000,60,0.1268,225.9,4,55000,12.04,0.379
"695296",886356,15450,60,0.1974,407.1,15,58320,20.88,0.987
"695326",886391,15000,60,0.1602,364.94,5,45000,7.33,0.733
"695331",886398,2375,36,0.1111,77.88,NA,15864,18.46,0.862
"695383",886456,17000,60,0.1074,367.43,4,36000,9.7,0.114
"695397",886470,12000,36,0.0729,372.12,6,55635,13.5,0.486
"695402",886476,1800,36,0.1491,62.32,15,50000,14.98,0.938
"695414",886487,7000,60,0.1037,150.01,15,1e+05,18.04,0.425
"695429",886504,10000,36,0.0729,310.1,9,50000,20.69,0.275
"695430",886505,24000,36,0.1111,786.99,2,177160,5.11,0.466
"695460",886536,1600,60,0.1417,37.38,7,52500,13.76,0.857
"695482",886558,5600,36,0.138,190.86,15,40000,4.11,0.479
"695492",886568,20000,60,0.1491,474.86,1,85000,14.71,0.151
"695499",886575,13000,36,0.0729,403.13,15,40000,7.68,0.349
"695520",886600,9000,36,0.0579,272.95,5,42000,1.91,0.006
"695575",886668,5000,36,0.0579,151.64,8,45000,9.31,0.337
"695582",886675,16000,60,0.1602,389.26,0,50000,11.23,0.508
"695598",886694,4000,36,0.1111,131.17,2,54000,17.16,0.822
"695647",886754,3750,60,0.1,79.68,15,24500,26.55,0.267
"695672",886781,4200,36,0.1454,144.66,5,41000,4.45,0.875
"695684",886795,10000,60,0.1111,217.98,NA,37956,13.09,0.659
"695720",886835,4200,60,0.1491,99.72,1,42000,2.63,0.939
"695726",886842,3600,36,0.0692,111.03,5,30000,18.92,0.103
"695733",886850,6000,36,0.0766,187.08,5,50000,13.3,0.436
"695748",886865,8000,36,0.1037,259.53,5,50000,14.26,0.197
"695753",886871,20000,60,0.2085,539.39,4,85000,20.89,0.971
"695876",886988,5000,36,0.1037,162.21,NA,17220,13.03,0.622
"695913",887028,10800,60,0.1565,260.64,2,38000,21.35,0.609
"695930",887049,4200,36,0.1417,143.9,8,72061,22.71,0.781
"695951",887079,3000,60,0.1,63.75,15,31500,24.84,0.148
"695960",887088,10000,36,0.0692,308.41,15,85000,14.75,0.04
"695969",887099,12175,60,0.138,282.04,15,88000,19.21,0.715
"696020",887150,22300,60,0.1899,578.36,5,84000,10.64,0.725
"696025",887155,10000,36,0.0963,320.94,5,50000,16.15,0.516
"696115",887256,7900,36,0.0729,244.98,NA,36572.88,9.52,0.339
"696127",887269,9600,36,0.1491,332.37,0,36000,23,0.952
"696150",887291,9300,36,0.0579,282.04,2,66800,8.17,0.081
"696160",887301,22250,60,0.2048,595.45,15,50000,20.66,0.593
"696174",887315,10000,36,0.1111,327.91,2,68400,2.46,0.225
"696182",887323,16000,60,0.1602,389.26,5,43000,7.48,0.427
"696188",887329,10000,36,0.1111,327.91,15,78996,22.8,0.952
"696192",887333,6000,60,0.1825,153.18,7,45000,3.84,0.707
"696203",887346,5000,36,0.0692,154.21,3,65000,16.25,0.193
"696205",887348,9500,36,0.0542,286.52,15,126000,6.74,0.291
"696227",887374,7000,36,0.0579,212.29,2,96000,20.26,0.604
"696230",887377,7500,36,0.0579,227.46,8,30000,27.6,0.314
"696233",887381,5000,60,0.164,122.66,1,24000,9.8,0.293
"696256",887405,15000,36,0.1,484.01,1,77368,6.41,0.404
"696328",887484,1500,36,0.0729,46.52,5,30000,1.76,0.25
"696329",887485,17600,60,0.1268,397.58,9,122000,17.23,0.353
"696335",887493,10000,60,0.1417,233.57,1,130000,8.58,0.541
"696337",887496,10500,60,0.1602,255.46,9,60000,3.96,0.337
"696344",887505,8000,36,0.1268,268.33,7,99220,3.2,0.84
"696388",887550,14000,60,0.1528,335.13,15,82000,14.59,0.413
"696390",887552,13000,60,0.1037,278.59,5,52800,2.45,0.448
"696428",887593,15600,36,0.1788,563.04,7,1e+05,17.3,0.925
"696436",887596,20000,60,0.138,463.3,2,61200,20.39,0.08
"696449",887614,6000,36,0.0542,180.96,2,185000,4.87,0.519
"696462",887627,18000,60,0.1343,413.53,15,40000,12,0.26
"696484",887651,10000,60,0.1565,241.33,8,45000,3.28,0.236
"696537",887712,18000,60,0.1751,452.3,1,114500,23.16,0.674
"696549",887724,1500,36,0.1454,51.67,0,24000,24.25,0.632
"696558",887734,13000,60,0.1602,316.28,5,95000,13.29,0.345
"696566",887744,20000,60,0.1825,510.6,6,80000,17.09,0.514
"696568",887741,9600,60,0.138,222.39,3,24000,16.35,0.386
"696569",887747,1200,36,0.1268,40.25,4,48000,16.88,0.949
"696580",887758,6000,60,0.1306,136.71,6,81600,13.71,0.06
"696601",887783,5000,36,0.0542,150.8,0,78000,4.18,0.029
"696618",887801,8000,60,0.0766,160.92,4,42000,3.43,0.134
"696636",887820,15000,36,0.0766,467.7,5,65000,3.43,0.213
"696639",887823,2100,60,0.1565,50.68,0,12000,18.9,0.715
"696641",887825,10900,36,0.1565,381.34,5,60000,6.5,0.603
"696646",887830,4000,36,0.138,136.33,2,57600,14.29,0.564
"696662",887846,10000,36,0.0692,308.41,5,75000,8.82,0.096
"696672",887861,16000,60,0.1974,421.6,6,60000,21.02,0.746
"696682",869803,14000,36,0.0729,434.14,3,120000,18.65,0.617
"696704",887895,7125,36,0.1,229.91,15,28000,22.46,0.599
"696757",887956,15000,36,0.1037,486.62,15,80000,16.61,0.567
"696758",887957,3500,60,0.1,74.37,15,45000,24.69,0.434
"696785",887985,11300,36,0.0729,350.42,2,55000,17.3,0.151
"696801",888003,6500,36,0.0729,201.57,3,24000,24.8,0.637
"696817",888022,10000,36,0.1037,324.42,15,54996,4.19,0.296
"696819",888024,5000,36,0.1343,169.51,4,30000,2.76,0.44
"696825",888030,15000,36,0.1037,486.62,7,50000,8.42,0.332
"696826",888031,7000,60,0.0766,140.8,6,60000,9.9,0.106
"696841",888045,12000,60,0.1528,287.25,15,108000,13.52,0.856
"696860",888069,12000,60,0.1491,284.92,15,73000,7.79,0.755
"696897",888108,12375,60,0.1491,293.82,0,35000,22.9,0.699
"696903",888118,7200,36,0.0542,217.16,7,32000,16.73,0.095
"696922",888142,10000,36,0.0542,301.6,15,120000,12.57,0.231
"696937",888158,25000,60,0.1974,658.74,15,78000,1.83,0.933
"696966",888193,4000,60,0.0729,79.76,1,25200,25.38,0.092
"696973",888203,8000,60,0.1343,183.8,15,64800,6.87,0.22
"697004",888234,4500,36,0.1268,150.94,8,31920,8.05,0.755
"697042",888278,7475,36,0.0542,225.45,5,40500,26.7,0.254
"697044",888280,3200,36,0.0849,101.01,1,18000,11.27,0.623
"697058",888294,11850,60,0.1111,258.3,9,36000,24.6,0.794
"697099",888343,14000,36,0.1528,487.24,3,59004,4.64,0.696
"697165",875873,4200,60,0.1037,90.01,5,105600,14.75,0.366
"697215",888468,16000,60,0.1306,364.55,0,1e+05,18.59,0.548
"697219",888473,35000,60,0.1788,886.49,3,80000,5.19,0.405
"697232",888485,16000,60,0.1602,389.26,6,40000,11.1,0.521
"697233",888486,3625,36,0.0692,111.8,6,32400,29.19,0.196
"697234",888487,20000,36,0.1111,655.82,6,96000,9.63,0.141
"697250",888503,11550,60,0.1111,251.76,2,43200,14.83,0.795
"697252",888505,5000,36,0.0963,160.47,4,46044,12.54,0.854
"697262",888515,2000,36,0.1037,64.89,15,35000,18.1,0.876
"697276",888531,10000,36,0.1037,324.42,15,120000,23.47,0.838
"697280",888529,25000,60,0.1602,608.22,15,70000,20.31,0.362
"697371",888632,17000,60,0.1714,423.78,4,35000,22.87,0.411
"697390",888663,10000,36,0.164,353.55,1,69000,15.58,0.487
"697392",888665,6000,60,0.1343,137.85,15,44000,5.24,0.497
"697400",888674,24925,60,0.1343,572.63,2,50000,26.21,0.303
"697408",888682,12000,60,0.1306,273.41,3,105000,6.26,0.369
"697475",888754,5000,36,0.1751,179.54,1,110000,6.41,0.992
"697521",888805,8400,60,0.1037,180.01,NA,80000,16.63,0.518
"697523",888809,8400,60,0.1565,202.72,3,53844,3.52,0.785
"697526",888812,8000,60,0.1,169.98,5,32760,2.89,0.141
"697566",888906,20050,60,0.1751,503.81,3,80000,24.31,0.68
"697592",888935,8000,60,0.1306,182.28,6,52800,19.84,0.798
"697609",888953,4000,36,0.0729,124.04,1,40000,10.41,0.43
"697612",888956,1000,36,0.0542,30.16,15,135600,11.54,0
"697613",888957,11425,36,0.1037,370.65,3,107806.4,17.04,0.656
"697627",888972,3000,36,0.1,96.81,1,57000,15.58,0.641
"697648",888994,8000,60,0.1677,197.84,NA,3e+05,6.57,0.225
"697664",889011,10000,36,0.1111,327.91,7,45000,10.32,0.646
"697667",889014,10000,36,0.1037,324.42,15,38000,15.41,0.238
"697891",889261,15000,60,0.138,347.48,15,55000,24.7,0.166
"697926",889299,11500,36,0.2011,428.03,0,27000,10.22,0.992
"697928",889303,2800,36,0.1677,99.51,2,45600,23.76,0.986
"697942",889318,20000,60,0.1565,482.65,1,120000,6.38,0.648
"697999",889384,35000,60,0.1751,879.47,5,70000,16.32,0.376
"698012",889401,23000,60,0.1825,587.19,2,92004,5.93,0.826
"698016",889406,5000,36,0.0729,155.05,1,60000,0.5,0.027
"698041",889439,10000,36,0.1074,326.16,4,36000,23,0.433
"698052",889453,2000,60,0.1037,42.86,1,50004,3.96,0.043
"698081",889486,7000,36,0.0692,215.89,4,29736,26.51,0.488
"698084",889489,17600,60,0.1074,380.39,8,70080,18.51,0.143
"698092",889497,8000,36,0.1111,262.33,9,39860,11.08,0.766
"698107",889516,9800,60,0.1528,234.59,7,33196,20.68,0.654
"698163",889579,35000,60,0.2048,936.66,4,105000,23.43,0.88
"698171",889587,10000,36,0.0729,310.1,4,69996,10.99,0.419
"698216",889635,4000,60,0.1602,97.32,15,19800,5.45,0.318
"698231",889650,7000,36,0.1268,234.79,0,54000,13.58,0.45
"698265",889690,6250,36,0.0692,192.76,4,50004,13.05,0.625
"698305",889733,29700,60,0.164,728.58,7,48500,8.41,0.549
"698313",889744,25000,60,0.164,613.28,6,75000,7.7,0.514
"698333",889766,12000,60,0.1899,311.23,1,87192,12.99,0.723
"698404",889845,20000,60,0.1528,478.75,6,50360,0.95,0.126
"698407",889848,13650,60,0.1,290.03,15,60000,6.9,0.422
"698418",889860,30000,60,0.164,735.94,1,63000,11.45,0.659
"698436",889881,12000,60,0.1417,280.28,15,96000,16.31,0.485
"698460",889906,10000,36,0.1111,327.91,0,36000,11.73,0.275
"698463",889910,9600,60,0.1074,207.49,2,125000,0.26,0.021
"698464",889912,9600,36,0.1417,328.9,7,72000,14.27,0.524
"698465",889911,3200,60,0.164,78.5,5,25000,13.49,0.477
"698496",889947,10000,36,0.1037,324.42,6,30720,17.58,0.648
"698526",889981,7000,36,0.0963,224.66,4,59796,14.21,0.542
"698531",889986,10000,36,0.0579,303.27,3,68000,0,0
"698536",889991,10500,60,0.1111,228.88,6,72000,9.62,0.582
"698538",889993,15000,60,0.1602,364.94,15,55000,21.56,0.216
"698545",890001,7000,36,0.0579,212.29,15,58000,14.44,0.49
"698547",890004,9000,60,0.138,208.49,3,37236.96,12.41,0.708
"698574",890032,17500,36,0.1528,609.05,4,92500,17.41,0.744
"698636",887888,20000,60,0.1306,455.68,15,82800,4.17,0.021
"698662",890128,5000,36,0.0692,154.21,1,24000,3.5,0
"698691",890153,14000,60,0.1037,300.02,4,54000,15.09,0.351
"698719",890188,15000,36,0.1037,486.62,0,45000,13.57,0.572
"698754",890227,7500,60,0.1268,169.43,4,35000,8.4,0.728
"698760",890233,28000,60,0.164,686.88,15,275000,6.8,0.635
"698766",890240,28000,36,0.1862,1021,NA,62448,9.84,0.309
"698839",890320,8500,36,0.1037,275.76,15,220000,18.87,0.873
"698849",890330,10000,36,0.0579,303.27,7,32997.6,15.96,0.324
"698921",890413,9000,60,0.1936,235.26,2,35000,6.17,0.923
"698923",890415,7000,36,0.0542,211.12,8,160000,2.16,0.147
"698937",890431,20000,60,0.2159,547.73,2,80000,6.79,0.997
"698952",890448,9000,60,0.1037,192.87,3,48000,12.25,0.443
"698976",890473,12000,36,0.0729,372.12,15,68400,17.05,0.523
"698979",890476,8000,36,0.1491,276.98,4,40777,22.98,0.853
"698984",890481,12000,36,0.0579,363.93,15,106000,12.87,0
"699004",890505,1800,36,0.0963,57.77,15,1e+05,6.41,0.346
"699011",890511,3625,36,0.1111,118.87,1,24000,22.9,0.743
"699015",890516,6000,36,0.0579,181.97,3,30000,25.52,0.294
"699027",890529,5000,36,0.1074,163.08,5,53000,9.74,0.083
"699030",890532,25000,60,0.1565,603.32,9,65000,21.99,0.553
"699264",890806,10000,60,0.0766,201.15,15,85000,0.56,0.122
"699300",890845,26000,60,0.1899,674.32,15,60000,10.9,0.817
"699307",890853,4550,60,0.1074,98.34,9,78700,12.69,0.12
"699331",890878,1000,36,0.1417,34.27,9,50000,22.7,0.609
"699356",890905,11200,36,0.0579,339.67,9,66000,15.78,0.05
"699449",891005,4000,36,0.0692,123.37,0,55000,10.91,0.726
"699558",891130,4000,36,0.0579,121.31,1,13200,12.55,0.805
"699567",891142,16000,60,0.1491,379.89,3,90000,12.48,0.425
"699588",891163,3000,36,0.0729,93.03,2,38748,7.12,0.397
"699620",891199,16450,60,0.1111,358.57,3,50000,24.62,0.084
"699652",891236,15250,60,0.1268,344.5,5,38000,29.08,0.14
"699661",891245,8400,60,0.1714,209.4,4,62000,7.86,0.899
"699668",891253,25200,36,0.1565,881.61,NA,96260,12,0.558
"699676",891263,12000,36,0.0766,374.16,0,42000,12.66,0.528
"699714",891316,30000,60,0.1974,790.49,15,75000,20.03,0.861
"699725",891328,1000,36,0.1,32.27,5,52000,17.33,0.296
"699751",891355,15000,60,0.1936,392.09,3,120000,5.74,0.609
"699758",891364,18000,60,0.138,416.97,4,65800,16.91,0.133
